20.0094.50557,3.91014,-33.6209,-37.531,0.171337,-59.214,-59.0427,3.50147,-55.979,-59.4804,12.4755,-46.7829,-59.2584,3.06535,-56.8278,-59.8932,nil,-,-,12.968,-25.8393,-38.8073,1.4743,-44.8154,-46.2897,1.54495,-44.7453,-46.2903,nil,-,-,nil,-,-,nil,-,-,1.19965,-58.8004,NotFound,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.38385
22.00984.50557,5.41658,-33.6209,-39.0374,0.171337,-59.214,-59.0427,3.29284,-55.979,-59.2718,12.4755,-46.7829,-59.2584,3.06535,-56.8278,-59.8932,nil,-,-,13.9202,-25.8393,-39.7595,1.78276,-44.8154,-46.5982,1.27415,-44.7453,-46.0195,nil,-,-,nil,-,-,nil,-,-,1.19965,-58.8004,NotFound,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.71034
24.01064.50557,9.16026,-29.8772,-39.0374,0.171337,-59.214,-59.0427,2.84945,-56.4224,-59.2718,13.2497,-46.0087,-59.2584,3.06535,-56.8278,-59.8932,nil,-,-,14.7189,-25.0406,-39.7595,0.834076,-45.7641,-46.5982,0.295033,-45.7244,-46.0195,nil,-,-,nil,-,-,nil,-,-,1.54721,-58.4528,NotFound,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,7.42993
26.01144.50557,9.52493,-29.4963,-39.0212,0.946911,-59.9896,-59.0427,3.02092,-56.4224,-59.4433,14.4294,-45.5706,NotFound,3.17215,-56.8278,NotFound,nil,-,-,15.7095,-24.5887,-40.2982,0.471874,-45.4323,-45.9041,1.03543,-45.4098,-46.4453,nil,-,-,nil,-,-,nil,-,-,2.17809,-57.8219,NotFound,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,7.97108
28.01224.50557,9.52493,-29.4963,-39.0212,0.946911,-59.9896,-59.0427,3.02092,-56.4224,-59.4433,14.4294,-45.5706,NotFound,3.17215,-56.8278,NotFound,nil,-,-,15.7095,-24.5887,-40.2982,0.471874,-45.4323,-45.9041,1.03543,-45.4098,-46.4453,nil,-,-,nil,-,-,nil,-,-,2.17809,-57.8219,NotFound,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,7.97108
30.0134.50557,9.51573,-29.4963,-39.012,0.0104027,-59.9896,NotFound,1.2748,-57.5417,-58.8165,14.4294,-45.5706,NotFound,1.36036,-58.6396,NotFound,nil,-,-,16.8489,-24.333,-41.182,0.556465,-44.955,-45.5115,1.74381,-44.9424,-46.6862,nil,-,-,nil,-,-,nil,-,-,2.0363,-57.8219,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,8.1214
32.01394.50557,3.29652,-42.3085,-39.012,nil,-,-,1.2748,-57.5417,-58.8165,13.8086,-46.1914,NotFound,2.9409,-57.0591,NotFound,nil,-,-,17.1383,-24.0437,-41.182,0.971203,-44.5403,-45.5115,1.42927,-45.2569,-46.6862,nil,-,-,nil,-,-,nil,-,-,2.0363,-57.8219,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,8.00526
34.01464.50557,4.17025,-42.3085,-38.1383,0.19191,-59.8081,NotFound,2.8925,-56.8722,-59.7647,12.589,-47.411,NotFound,2.9409,-57.0591,NotFound,nil,-,-,16.644,-24.459,-41.1029,1.41797,-44.7399,-46.1579,1.67711,-45.1453,-46.8224,nil,-,-,nil,-,-,nil,-,-,2.10371,-57.7545,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,7.29685
36.01544.50557,4.17025,-42.3085,-38.1383,0.19191,-59.8081,NotFound,2.8925,-56.8722,-59.7647,12.589,-47.411,NotFound,2.9409,-57.0591,NotFound,nil,-,-,16.644,-24.459,-41.1029,1.41797,-44.7399,-46.1579,1.67711,-45.1453,-46.8224,nil,-,-,nil,-,-,nil,-,-,2.10371,-57.7545,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,7.29685
38.01644.50557,3.19923,-33.9236,-37.1229,0.411346,-58.5887,-59,1.20215,-58.2305,-59.4326,13.636,-46.364,NotFound,2.9409,-57.0591,NotFound,nil,-,-,11.1532,-27.2995,-38.4527,1.78366,-44.7399,-46.5236,2.18847,-45.1453,-47.3338,nil,-,-,nil,-,-,nil,-,-,1.56284,-58.2954,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.15762
40.01734.50557,3.19923,-33.9236,-37.1229,0.411346,-58.5887,-59,1.20215,-58.2305,-59.4326,13.636,-46.364,NotFound,2.9409,-57.0591,NotFound,nil,-,-,11.1532,-27.2995,-38.4527,1.78366,-44.7399,-46.5236,2.18847,-45.1453,-47.3338,nil,-,-,nil,-,-,nil,-,-,1.56284,-58.2954,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.15762
42.01824.50557,6.73153,-29.4695,-36.201,1.23272,-58.7673,NotFound,nil,-,-,10.8215,-45.7717,-56.5932,5.57212,-54.4279,NotFound,nil,-,-,3.70429,-33.249,-36.9533,2.74612,-43.9844,-46.7305,0.369591,-45.9507,-46.3203,nil,-,-,nil,-,-,nil,-,-,2.12536,-57.7328,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,5.2548
44.01914.50557,1.29004,-34.9109,-36.201,1.13166,-58.8683,NotFound,nil,-,-,11.1566,-45.4366,-56.5932,2.42861,-57.5714,NotFound,nil,-,-,8.15503,-28.7983,-36.9533,2.73933,-43.9911,-46.7305,1.21672,-45.1036,-46.3203,nil,-,-,nil,-,-,nil,-,-,1.57509,-58.2831,-59.8582,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,5.1391
46.01984.50557,4.44402,-31.186,-35.6301,1.07448,-58.9255,NotFound,nil,-,-,7.75929,-45.5365,-53.2958,2.00977,-56.889,-58.8988,nil,-,-,7.30677,-28.7983,-36.1051,1.98401,-43.995,-45.979,1.55687,-44.6244,-46.1812,nil,-,-,nil,-,-,nil,-,-,0.53463,-58.2831,-57.7485,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,4.26005
48.02064.50557,4.44402,-31.186,-35.6301,1.07448,-58.9255,NotFound,nil,-,-,7.75929,-45.5365,-53.2958,2.00977,-56.889,-58.8988,nil,-,-,7.30677,-28.7983,-36.1051,1.98401,-43.995,-45.979,1.55687,-44.6244,-46.1812,nil,-,-,nil,-,-,nil,-,-,0.53463,-58.2831,-57.7485,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,4.26005
50.02144.50557,7.41987,-28.2102,-35.6301,1.91066,-58.0893,NotFound,nil,-,-,7.99227,-45.3035,-53.2958,4.56712,-54.3316,-58.8988,nil,-,-,7.30677,-28.7983,-36.1051,2.85035,-43.1287,-45.979,3.56503,-42.6162,-46.1812,nil,-,-,nil,-,-,nil,-,-,1.32535,-56.4231,-57.7485,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,5.23712
52.02224.50557,10.2774,-25.9476,-36.225,nil,-,-,nil,-,-,8.12408,-45.1717,-53.2958,0.934223,-59.833,-58.8988,nil,-,-,9.63435,-26.8594,-36.4937,2.48108,-43.0728,-45.5539,3.56503,-42.6162,-46.1812,nil,-,-,nil,-,-,nil,-,-,0.206322,-57.5422,-57.7485,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.3721
54.0234.50557,10.2774,-25.9476,-36.225,nil,-,-,nil,-,-,6.69285,-45.1717,-51.8646,0.890263,-59.833,-58.9427,nil,-,-,10.2885,-26.8594,-37.1478,1.66155,-43.0728,-44.7343,2.18356,-42.6162,-44.7998,nil,-,-,nil,-,-,nil,-,-,0.697727,-57.5422,-56.8444,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.15373
56.02374.50557,10.0375,-26.1875,-36.225,nil,-,-,nil,-,-,6.33316,-45.5314,-51.8646,nil,-,-,nil,-,-,11.0959,-26.0519,-37.1478,0.824638,-43.9097,-44.7343,2.01689,-42.7829,-44.7998,nil,-,-,nil,-,-,nil,-,-,0.697727,-57.5422,-56.8444,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,6.69843
58.02444.50557,10.6002,-25.3823,-35.9825,nil,-,-,nil,-,-,3.58293,-47.6167,-51.1996,nil,-,-,nil,-,-,3.21207,-40.3599,-37.1478,0.756039,-44.0937,-44.8497,0.562023,-43.4562,-44.0182,nil,-,-,nil,-,-,nil,-,-,3.8688,-58.1752,-54.3064,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,5.02286
60.02544.50557,8.16068,-27.8218,-35.9825,nil,-,-,nil,-,-,0.0871544,-51.1125,-51.1996,nil,-,-,nil,-,-,4.32661,-32.8212,-37.1478,0.79557,-45.6453,-44.8497,1.26642,-45.2846,-44.0182,nil,-,-,nil,-,-,nil,-,-,3.8688,-58.1752,-54.3064,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,4.13377
62.02614.50557,7.73401,-27.8218,-35.5559,nil,-,-,nil,-,-,0.000473022,-51.1125,-51.1129,nil,-,-,nil,-,-,2.95964,-32.8212,-35.7809,0.730301,-45.6453,-44.915,0.840065,-45.2846,-44.4445,nil,-,-,nil,-,-,nil,-,-,2.6991,-58.1752,-55.4761,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,nil,-,-,3.58466
Time,(Game10223),Goal,Robot,(VAIO-YH43YR),Goal,Robot,(00268717E2AF_2nd),Goal,Robot,(haptic),Goal,Robot,(00268717E2AF),Goal,Robot,(eduroam),Goal,Robot,(AirPort10223),Goal,Robot,(HirataLab),Goal,Robot,(HirataLab_Guest),Goal,Robot,(TanakaLabMeetingRoom),Goal,Robot,(GaoLab-2),Goal,Robot,(VAIO-ZL98QO),Goal,Robot,(multimaster_dev),Goal,Robot,(aterm-64f0ad-g),Goal,Robot,(GaoLab),Goal,Robot,(Airstation-HIS),Goal,Robot,(Buffalo-G-9DEA),Goal,Robot,(GaoLab-1),Goal,Robot,(Airstation-HISa),Goal,Robot,RMS
